order_id,customer_id,product_id,quantity,unit_price,order_date,status
9D0C7DC8-6D5,7BC5208F,PROD-0062,3,412.92,2025-09-21 08:36:42,shipped
06D2E3F4-B75,DA59487F,PROD-0039,3,676.96,2026-01-14 00:16:47,completed
9E9E6CC6-D31,2A922016,PROD-0091,4,587.34,2026-02-12 06:29:57,completed
3E21752E-AB8,F0087A73,PROD-0062,3,412.92,2025-11-15 16:55:36,completed
B70B1EE6-480,0CE39142,PROD-0016,4,1282.35,2025-12-15 22:38:59,pending
9E8BAC0F-C2B,4947D437,PROD-0045,2,473.4,2025-12-30 18:25:16,completed
4B3AF7AC-89E,74B83F7C,PROD-0006,1,772.55,2025-08-21 01:07:45,completed
F27AE3B4-6D2,E8ADEF6A,PROD-0057,4,51.71,2026-01-13 04:08:42,completed
2CA7BA3E-835,C6583226,PROD-0026,5,1064.13,2026-03-13 11:41:13,cancelled
14C40253-FF1,77E7698F,PROD-0035,5,1025.64,2025-11-01 04:38:59,completed
0B0840C5-6DF,624FF3A8,PROD-0032,5,47.21,2025-12-06 17:33:18,completed
2DA71A92-8F1,50B069B5,PROD-0082,4,243.15,2025-10-16 23:43:07,completed
0AF50B8E-0C6,62D59AC6,PROD-0092,2,332.35,2025-08-30 19:07:35,completed
53D8C270-98D,082E8229,PROD-0071,4,297.26,2026-02-24 11:59:49,cancelled
18F8EA58-082,3DA97E52,PROD-0061,3,362.94,2025-06-19 00:46:28,completed
8B6933B6-055,CB108F1B,PROD-0037,1,406.89,2026-04-05 01:41:21,cancelled
8F26D4B3-27C,6C6B958F,PROD-0074,1,656.29,2026-02-02 08:56:28,completed
B7CB5EFC-1CE,CA415CBA,PROD-0054,1,1034.07,2025-07-06 19:38:51,pending
6B4C4EFB-297,3ECF286D,PROD-0064,3,517.61,2025-07-27 19:17:54,completed
20A2844E-03B,55A91FF8,PROD-0002,1,272.0,2026-02-16 18:15:00,completed
D50E822F-874,A70F22A9,PROD-0037,5,406.89,2025-05-15 03:10:27,shipped
6C62D575-484,12E15DCB,PROD-0064,5,517.61,2026-01-07 00:08:47,pending
539F4284-BB4,096784AA,PROD-0035,3,1025.64,2025-12-23 21:13:19,completed
2684E822-7D2,23862065,PROD-0094,2,750.0,2025-09-09 11:40:21,completed
A79B7901-F2C,0673D70C,PROD-0095,5,453.99,2025-12-03 18:57:51,cancelled
FFA27DED-F7A,4C5306C4,PROD-0097,4,1397.96,2025-07-15 02:32:31,pending
6B3DC9E7-828,B3E89545,PROD-0066,1,907.35,2026-01-09 10:36:39,completed
CB0560F7-19A,645F022D,PROD-0018,2,981.25,2025-04-20 13:01:10,completed
0F966418-E6C,25948E72,PROD-0034,3,1016.06,2025-11-19 11:19:22,completed
E923B8BE-7AF,F557DDDF,PROD-0039,1,676.96,2026-03-22 14:21:06,completed
48922CC8-44C,413EF292,PROD-0084,1,79.51,2025-08-04 06:14:43,cancelled
5D60E7F6-79F,BC4157D5,PROD-0016,4,1282.35,2026-02-04 09:25:20,cancelled
13CB62F2-1F1,A2DB22E0,PROD-0065,3,452.86,2025-09-10 13:09:04,cancelled
F0775D85-016,70001B89,PROD-0016,3,1282.35,2025-05-06 23:17:36,completed
2837F83E-61C,51800DA8,PROD-0079,2,938.31,2025-12-01 02:51:27,pending
3447AB3C-A63,463CB5B5,PROD-0020,3,73.64,2025-10-02 01:05:41,pending
763B5064-AC0,342A7730,PROD-0090,5,493.21,2026-02-03 16:45:14,cancelled
089D8CB1-0CC,62D59AC6,PROD-0028,5,1217.31,2025-10-27 05:18:39,completed
652FD239-B28,2A922016,PROD-0068,3,989.44,2025-11-04 14:10:58,completed
A24473F1-5AF,860B8255,PROD-0073,5,208.8,2025-08-23 20:50:50,shipped
8E4FE42E-053,255E5EFC,PROD-0026,2,1064.13,2025-12-15 23:45:43,completed
02E99491-7F5,62D59AC6,PROD-0067,2,339.35,2025-12-21 07:03:01,cancelled
2FE24EFE-EC2,DD6B9997,PROD-0075,5,326.21,2026-04-07 08:03:07,pending
B33411C7-0EB,1EFF8251,PROD-0008,4,334.5,2025-08-28 13:11:33,pending
657C4660-CB7,ECEDFFFA,PROD-0073,3,208.8,2025-11-01 02:13:03,cancelled
EF89A742-1C7,FB0D2F29,PROD-0003,1,1002.23,2025-12-01 23:28:24,cancelled
9F567C77-A81,06979CB6,PROD-0028,4,1217.31,2025-07-23 09:41:48,completed
12B49770-E65,7E589C44,PROD-0090,1,493.21,2025-04-25 15:28:31,pending
3EF9BC34-F08,CF47F672,PROD-0005,2,65.22,2025-07-21 05:40:43,cancelled
4B168438-AD3,66552AF8,PROD-0094,3,750.0,2025-09-23 00:58:16,pending
D835A9D2-DF5,CB108F1B,PROD-0058,4,315.01,2025-06-20 19:50:19,pending
310EBE82-619,72987C8D,PROD-0011,5,236.83,2025-09-22 02:02:10,completed
2B26D48F-118,C9FF9439,PROD-0084,2,79.51,2025-09-10 11:02:16,shipped
E4FA182D-A23,0836284C,PROD-0051,2,572.59,2025-09-24 03:01:56,completed
312A6CF2-38B,E40717C5,PROD-0097,4,1397.96,2026-04-04 08:58:03,cancelled
C068542A-62F,C958976E,PROD-0093,4,513.74,2025-05-25 06:40:15,completed
32063FCE-46F,CBD7F2E8,PROD-0032,3,47.21,2025-07-29 15:09:14,completed
B807A389-4CC,8C89A6F2,PROD-0093,4,513.74,2025-12-08 22:07:25,shipped
05C163C1-86E,3CB33039,PROD-0099,1,72.1,2025-06-29 06:18:30,completed
B99625E5-0FB,0FC4A284,PROD-0027,1,810.51,2026-03-15 17:41:36,pending
7857B2A7-8F2,00CCF6C7,PROD-0077,1,218.76,2025-11-06 03:58:58,completed
B3974C88-94A,5C5FBDBB,PROD-0095,2,453.99,2025-04-11 18:39:58,shipped
6638C8F8-749,74DB0722,PROD-0028,1,1217.31,2025-04-16 20:07:04,completed
FDC1ABEC-149,F2117D49,PROD-0065,5,452.86,2025-12-13 18:52:42,completed
619B6BE7-A2A,71422632,PROD-0074,3,656.29,2025-06-09 04:23:40,completed
F713183B-189,72987C8D,PROD-0039,5,676.96,2025-12-02 15:07:18,completed
7EF488EF-FDF,7A76FA0C,PROD-0053,5,613.06,2025-06-05 08:48:46,shipped
212A064A-431,A4A0DE75,PROD-0095,4,453.99,2025-06-23 17:20:19,shipped
C1BBE1C2-73E,F8421EB1,PROD-0064,4,517.61,2025-12-19 16:52:26,shipped
F19FDE39-672,98D432F5,PROD-0041,2,117.19,2025-12-26 11:09:46,completed
ECA04EBE-E9A,5154F54F,PROD-0049,4,1060.14,2025-11-12 16:09:51,completed
0B7E4ACD-E05,1FEBD9F4,PROD-0029,2,946.81,2025-07-15 13:38:15,pending
DB006A4A-A4F,2FAD75B8,PROD-0008,4,334.5,2025-12-31 15:38:52,shipped
8B5856B1-B63,3C82421F,PROD-0068,3,989.44,2025-06-15 13:29:17,completed
F2A8889F-4D1,8B5D3E74,PROD-0043,4,100.63,2026-03-27 16:19:37,completed
0F5309CB-E6F,860B8255,PROD-0012,2,583.19,2025-04-11 09:37:20,completed
A56E8B5E-223,2F2CDC5F,PROD-0035,5,1025.64,2025-08-19 21:05:22,completed
2A802D77-14D,56ED5BE5,PROD-0010,5,1130.44,2025-10-10 21:57:50,cancelled
54F75244-54F,A3496769,PROD-0086,2,23.22,2025-08-20 08:21:12,completed
DC7200DB-502,9117EBD0,PROD-0039,2,676.96,2025-06-23 11:43:59,completed
5FA4AC04-22F,032DCDC9,PROD-0095,4,453.99,2025-12-02 07:49:11,completed
0C5078E3-606,A8612291,PROD-0090,4,493.21,2026-02-02 00:44:12,completed
263F9B19-393,7D8543DB,PROD-0071,4,297.26,2026-04-02 09:37:39,pending
E8E43DA9-2F7,25DD5752,PROD-0069,3,376.9,2025-07-17 10:11:42,completed
105FDB7E-8BA,484A6A08,PROD-0066,1,907.35,2025-05-18 03:36:36,cancelled
B1E56305-037,C14473A0,PROD-0061,2,362.94,2025-12-01 04:30:53,completed
02F5752B-28D,07DCD31F,PROD-0041,2,117.19,2026-02-27 02:32:00,cancelled
43A121EA-E1C,DB7389DC,PROD-0019,5,-1.0,2025-04-27 00:46:27,shipped
578DE91C-770,1FFA7A10,PROD-0093,2,513.74,2025-11-01 23:02:19,completed
4B0D3989-FAE,B88A4EE0,PROD-0030,2,1041.88,2025-09-25 15:47:33,pending
377FB739-5BB,FBA6BFED,PROD-0071,3,297.26,2025-05-22 10:21:00,completed
1845819E-348,E7D527F6,PROD-0098,4,188.74,2026-01-16 03:42:37,pending
80AC6E6C-242,6BBB5D7F,PROD-0022,2,197.53,2025-07-06 19:09:04,completed
224EC2B4-1AE,1411608B,PROD-0093,5,513.74,2025-05-16 14:37:35,cancelled
26CD2563-F09,32257333,PROD-0008,1,334.5,2026-02-02 15:05:06,cancelled
B4E057CC-14E,57F165B3,PROD-0007,2,798.54,2025-12-19 01:26:44,cancelled
47A3B7AC-98F,BE5B5B83,PROD-0030,1,1041.88,2025-09-08 19:05:29,completed
E21178E1-7F3,7E589C44,PROD-0065,5,452.86,2025-09-17 08:33:48,cancelled
25917F89-991,D89B17FD,PROD-0086,4,23.22,2025-09-25 01:26:42,cancelled
F29921F2-667,C958976E,PROD-0063,5,-1.0,2025-10-23 16:50:54,pending
754E0168-211,B7101B5F,PROD-0002,3,-1.0,2025-07-27 18:45:43,shipped
846E91A6-540,8007E560,PROD-0037,4,-1.0,2025-08-20 19:59:18,completed
930D7E3B-862,C0221607,PROD-0014,2,701.87,2025-09-30 23:14:52,completed
53247B31-002,D99981CC,PROD-0025,3,210.69,2025-05-13 11:11:40,completed
E83828E5-275,C40E3DB1,PROD-0051,4,572.59,2026-03-22 15:10:11,pending
A49400C9-EE3,ACBBC41D,PROD-0073,2,208.8,2026-03-25 17:09:09,completed
20B9E507-D64,9EB077C1,PROD-0088,1,194.18,2025-07-23 16:32:38,completed
2D665CC6-AA1,82EEA549,PROD-0052,4,827.9,2026-02-02 22:42:48,completed
EB373E95-F2E,0D4534D8,PROD-0082,1,-1.0,2025-06-21 07:23:27,pending
83846D8D-BA7,DD4678AB,PROD-0056,5,428.84,2026-03-22 09:01:29,completed
BFE30D90-D57,51918C1F,PROD-0068,2,989.44,2026-02-12 17:22:38,cancelled
151A3C53-C57,06979CB6,PROD-0073,1,208.8,2025-11-30 20:54:58,cancelled
AE7F44FB-5A2,07DCD31F,PROD-0036,1,28.2,2025-07-31 11:52:25,completed
18820031-6AE,584CF407,PROD-0041,5,-1.0,2025-08-12 08:25:47,completed
462780D5-FF9,1A0BE576,PROD-0097,4,1397.96,2025-04-21 20:36:31,completed
D766A566-36E,8AE9609A,PROD-0039,5,676.96,2026-01-05 17:25:43,pending
3E2F828A-345,DD4678AB,PROD-0087,4,656.01,2025-06-24 15:56:16,cancelled
F6B49108-7DD,B3B4906C,PROD-0018,1,981.25,2025-10-15 19:44:35,shipped
6E926879-877,862368AD,PROD-0096,1,219.0,2025-10-17 10:01:24,pending
AD589B12-8AB,3599A597,PROD-0030,5,1041.88,2025-07-23 04:07:56,shipped
60BB153E-E3C,A5957C93,PROD-0077,3,218.76,2025-07-06 18:24:55,completed
80A25E54-AF6,15AC3337,PROD-0082,4,243.15,2025-11-06 10:25:33,completed
4E453AB1-2FB,44D088B0,PROD-0046,4,979.27,2025-11-23 20:42:35,completed
4D802063-F6C,C514DAA4,PROD-0088,1,194.18,2025-04-20 23:39:46,shipped
8A0B3316-63E,74B83F7C,PROD-0038,1,309.97,2025-11-24 01:05:01,completed
EC20D9D4-9BB,DC8470ED,PROD-0035,2,1025.64,2025-10-12 17:09:20,cancelled
0E76A28C-342,80377B33,PROD-0050,1,168.46,2025-11-25 22:29:19,completed
31E53F94-90C,56ED5BE5,PROD-0040,3,822.68,2025-06-08 06:48:58,completed
E2C0CB6F-C59,DDBA139B,PROD-0017,4,770.52,2025-11-07 06:51:51,shipped
18918557-340,336AAC3C,PROD-0072,1,361.57,2026-03-01 07:34:22,completed
D61D6CC1-F12,E93F2452,PROD-0046,5,979.27,2025-12-02 08:46:47,completed
20F16318-ED3,57F165B3,PROD-0050,4,-1.0,2025-10-06 14:01:45,completed
38BEE49C-0B0,624FF3A8,PROD-0093,2,513.74,2025-06-17 21:25:11,shipped
B4074287-17B,C514DAA4,PROD-0067,2,339.35,2025-07-07 17:31:52,completed
44E59EB1-F38,82913E90,PROD-0035,2,1025.64,2025-10-19 05:26:59,completed
0EAE13EA-7B3,66552AF8,PROD-0022,3,197.53,2026-01-10 11:56:28,pending
71176162-DD8,20BB3CC8,PROD-0010,2,1130.44,2025-11-22 13:33:11,cancelled
30483CA7-F04,77E7698F,PROD-0081,2,884.4,2025-12-17 04:49:04,pending
AC7B7AF8-670,CFABBC4C,PROD-0014,4,701.87,2025-05-21 11:51:54,completed
36495BB8-D70,A34065EF,PROD-0080,3,1130.47,2026-04-07 22:22:07,pending
6C24C243-DD1,CA6D5694,PROD-0043,5,100.63,2025-10-02 11:56:32,completed
E0D8888D-8A4,8A369489,PROD-0039,2,676.96,2025-11-24 08:38:26,pending
910D3F4E-FB2,FFCC8D88,PROD-0041,3,117.19,2025-11-19 05:03:49,completed
31A113AA-A0B,FA2824B3,PROD-0095,5,453.99,2025-12-20 22:56:05,completed
D773C559-BE0,FB0D2F29,PROD-0042,4,51.75,2025-10-22 22:01:41,completed
432EC89A-4B4,3DA97E52,PROD-0015,5,731.27,2025-11-05 22:17:42,shipped
40CE5436-1D9,D2B44EA6,PROD-0024,1,338.73,2026-01-31 18:16:01,cancelled
90A1E14F-18F,015EA699,PROD-0060,4,648.76,2025-06-27 10:42:15,completed
597CCE3B-39F,A199CC9D,PROD-0089,4,53.26,2025-08-14 04:16:02,cancelled
705C215B-464,499BAB82,PROD-0064,2,517.61,2025-08-16 00:55:57,completed
5B14DB5F-223,C671C05D,PROD-0085,4,99.54,2025-07-19 00:58:17,completed
2BC302F1-896,A3496769,PROD-0058,5,315.01,2026-02-19 08:26:52,pending
CCD5D396-3FF,8BCB0642,PROD-0069,4,376.9,2025-11-03 20:05:29,shipped
3B2B6B20-F2A,260DD025,PROD-0005,5,65.22,2025-12-20 13:03:47,shipped
0CB57B51-F3B,128DD958,PROD-0082,2,243.15,2025-08-30 04:42:04,cancelled
1C9C8000-FE8,1FA348FE,PROD-0086,5,23.22,2026-03-10 22:20:47,completed
C4203A41-67D,5EFBB71A,PROD-0073,4,208.8,2026-02-01 04:35:11,completed
5F8020EA-7C7,AD0D6FCD,PROD-0056,3,428.84,2025-09-05 18:50:13,completed
90DDD2B3-B73,7C56AB7D,PROD-0066,5,907.35,2026-03-08 19:34:57,cancelled
35958E31-3A1,82E5B2F7,PROD-0074,4,656.29,2026-02-26 22:22:34,pending
595661FB-691,9F6FBBA1,PROD-0099,5,72.1,2025-11-02 07:54:40,completed
F0E015AE-28F,ADAA1FCA,PROD-0045,1,473.4,2025-04-21 11:17:31,completed
1376972A-1F6,CE1E7CD2,PROD-0054,1,1034.07,2025-12-25 19:44:21,cancelled
8A22E765-DDC,5DF3206E,PROD-0019,4,464.74,2025-05-16 03:41:55,completed
75CCFB78-919,1100DE7B,PROD-0067,1,339.35,2025-10-25 07:52:28,pending
79C37CA2-B94,C14473A0,PROD-0093,1,513.74,2025-07-10 10:56:17,completed
62B7F4AD-546,0778F2B1,PROD-0006,1,772.55,2025-07-13 12:32:33,completed
84E8852E-AC8,42F25660,PROD-0083,2,371.07,2026-02-20 12:46:38,cancelled
A3E2299A-E06,82EEA549,PROD-0032,2,47.21,2026-02-24 09:46:05,completed
8935D3FB-B6A,ECEDFFFA,PROD-0072,2,361.57,2026-01-21 23:13:31,pending
BC5A3742-FB4,50016162,PROD-0081,4,884.4,2025-09-05 15:15:30,pending
4EE3766B-F3F,0148CB2C,PROD-0004,2,180.17,2025-10-22 01:50:11,pending
0D02BFF9-70E,E57E3430,PROD-0076,2,642.74,2025-05-21 14:35:48,completed
EEB4B139-FD0,BCC622C4,PROD-0036,1,28.2,2025-04-27 16:42:04,shipped
53E20D93-00D,EC26A303,PROD-0014,2,701.87,2025-11-25 04:06:17,completed
F0E9FE10-3F2,0778F2B1,PROD-0042,3,51.75,2025-06-26 18:07:12,cancelled
D8691DAE-E7B,50016162,PROD-0063,3,756.86,2026-02-19 01:38:10,shipped
4B4FF6AB-402,68AF3EB7,PROD-0050,1,168.46,2025-09-12 05:33:56,completed
392363A2-4F9,96D994F6,PROD-0046,2,979.27,2025-08-28 11:41:38,cancelled
CCF5DB78-149,BF9755F2,PROD-0091,5,587.34,2025-07-04 19:55:05,shipped
816D6DA4-1C3,CE7762CF,PROD-0011,1,236.83,2025-09-04 17:21:24,completed
EE6E7DE1-397,82E5B2F7,PROD-0040,2,822.68,2025-10-02 16:04:51,shipped
A4A19232-6F2,AAC2DD51,PROD-0050,5,168.46,2025-07-15 10:20:09,pending
956E51D4-6AD,CBB02B45,PROD-0055,5,1049.9,2026-04-08 23:32:02,cancelled
6EF27CFE-A18,BE986001,PROD-0083,5,371.07,2025-11-17 11:38:58,completed
4FE79B09-48A,485A97D3,PROD-0063,3,756.86,2025-06-12 00:51:53,pending
40968F0E-0A4,148593D7,PROD-0080,1,1130.47,2025-08-15 19:16:45,pending
DACBBACB-9CA,E03DA8B9,PROD-0018,5,981.25,2025-07-22 15:19:09,shipped
FB272D8F-1F3,FBA6BFED,PROD-0084,4,79.51,2025-09-23 21:34:20,pending
FB99D5A0-2D5,C836CFF4,PROD-0091,2,587.34,2025-09-26 19:31:46,completed
2AFD5FDB-73C,56ED5BE5,PROD-0073,2,208.8,2026-01-09 05:02:36,completed
46A74BF9-5CC,5154F54F,PROD-0005,3,65.22,2025-06-30 04:25:05,completed
1410CC24-9C6,90B365F2,PROD-0100,4,84.09,2026-03-27 11:15:59,shipped
A769C844-442,0778F2B1,PROD-0066,3,907.35,2025-08-01 21:51:54,shipped
A4EC248E-EC4,9A3D4433,PROD-0047,1,612.37,2025-05-19 14:14:00,cancelled
70172556-699,0D029D50,PROD-0057,1,51.71,2025-07-01 10:26:36,cancelled
18502B59-B15,E40717C5,PROD-0084,1,79.51,2026-02-09 03:10:20,pending
FD681399-B10,FB0D2F29,PROD-0034,1,1016.06,2025-12-13 00:39:58,pending
E7349A4D-721,AB0F8726,PROD-0016,2,1282.35,2025-12-01 13:30:25,cancelled
8A3BA594-292,F3691274,PROD-0076,5,642.74,2025-12-29 01:22:15,cancelled
C57D042F-BEC,F5EF2D1E,PROD-0055,2,1049.9,2025-07-10 01:50:49,completed
8B0FCEC9-3AE,C958976E,PROD-0008,3,334.5,2025-11-06 01:59:27,shipped
82695F79-335,2A922016,PROD-0069,3,376.9,2025-10-02 08:21:00,completed
2BA3001D-7AC,BCA45D72,PROD-0074,5,656.29,2025-07-10 23:05:33,cancelled
AF3D3F31-E3B,4FBFBC32,PROD-0013,4,1196.83,2025-08-22 20:52:25,completed
21C121C7-B3C,6F466889,PROD-0036,2,28.2,2025-10-03 15:23:41,completed
425491E6-C7C,860B8255,PROD-0019,2,464.74,2025-06-28 11:58:53,cancelled
6D9E4C0B-9F5,2BE24524,PROD-0051,3,572.59,2025-11-07 21:48:40,cancelled
1327376D-EF9,FF7F7591,PROD-0054,1,1034.07,2026-03-09 03:01:07,pending
668EC281-49F,D9AA775D,PROD-0066,3,907.35,2025-12-21 11:52:32,pending
36BCC683-ADF,42AC423A,PROD-0063,1,756.86,2026-01-01 02:44:09,cancelled
D1518452-1AE,FC97B6BE,PROD-0059,3,1202.64,2025-05-15 18:34:23,completed
9E3CDD46-A31,2FAD75B8,PROD-0069,4,376.9,2025-07-08 18:05:46,completed
6178318F-351,860B8255,PROD-0064,3,517.61,2025-11-27 05:17:51,completed
5469D7A6-972,AFB1E34E,PROD-0071,4,297.26,2025-10-28 14:07:46,completed
F675B518-970,06979CB6,PROD-0088,1,194.18,2026-01-24 19:14:19,cancelled
C6BC14F0-E72,AD93C1DE,PROD-0059,2,-1.0,2025-06-06 08:17:15,pending
3EBFB35E-7AC,51800DA8,PROD-0059,4,-1.0,2025-11-11 19:52:17,completed
41E53BD5-DE7,8BEF4F1D,PROD-0089,3,53.26,2025-11-22 21:40:26,completed
E4D6857F-827,260DD025,PROD-0036,3,28.2,2025-09-16 10:30:35,completed
217C3A5B-EDF,50AB16CB,PROD-0048,2,258.75,2025-07-13 16:49:44,completed
713BC463-032,C033DA54,PROD-0051,2,572.59,2025-05-24 17:00:59,pending
BC09210B-DA5,3B0887C2,PROD-0084,1,79.51,2026-03-07 02:18:49,completed
40B17FEB-F91,5EDD00C7,PROD-0062,2,412.92,2026-03-17 04:22:45,shipped
B49CC88A-A19,9A4FB91A,PROD-0088,3,194.18,2025-09-28 06:00:35,completed
841C946C-FF9,2554C27C,PROD-0055,1,1049.9,2025-05-10 01:23:27,completed
CA530299-C95,1A126632,PROD-0050,1,168.46,2026-02-19 20:29:58,completed
1557162E-DCA,E2490FE1,PROD-0041,2,117.19,2025-09-28 21:02:24,pending
580365BE-00C,027C1072,PROD-0100,2,84.09,2026-04-09 05:23:45,cancelled
A3EDB7CF-406,72EEF5E6,PROD-0087,5,656.01,2025-07-26 02:15:26,completed
CC90F1FD-8CB,21898D9A,PROD-0079,3,938.31,2025-12-06 08:58:11,cancelled
37475DB2-53A,BE5B5B83,PROD-0028,4,1217.31,2025-08-29 12:19:16,shipped
337AA531-F11,BBBD4420,PROD-0088,1,194.18,2025-04-15 03:04:17,completed
3B9CD88C-0CA,FD89CA4B,PROD-0018,4,981.25,2026-01-09 13:22:05,completed
ED2E7572-5C3,F5EF2D1E,PROD-0055,2,1049.9,2025-04-30 09:40:53,completed
4BC87331-075,DB7389DC,PROD-0083,5,371.07,2025-05-19 05:39:34,shipped
3BE4069A-4C0,AD43AD72,PROD-0093,1,513.74,2025-08-26 05:41:36,cancelled
1AC0AAA9-21D,463CB5B5,PROD-0039,5,676.96,2025-07-23 02:25:29,completed
8E466956-86B,16D51E44,PROD-0096,1,219.0,2025-04-18 02:14:29,completed
D0ED847A-DED,8AE9609A,PROD-0064,4,517.61,2025-04-25 02:50:55,cancelled
DD822504-767,3CB33039,PROD-0077,1,218.76,2026-02-08 05:52:12,completed
D8C690F6-8C7,F3691274,PROD-0041,5,117.19,2025-04-29 23:17:56,pending
62131495-15D,BE986001,PROD-0047,4,612.37,2025-06-15 12:59:32,completed
F252C4D1-103,9117EBD0,PROD-0003,3,1002.23,2026-02-07 08:48:31,completed
677A4AE8-230,8A369489,PROD-0006,4,772.55,2025-08-23 17:04:15,shipped
173ADBF2-763,8AE59E9A,PROD-0037,4,406.89,2025-08-10 02:42:18,pending
1D83FE10-515,50016162,PROD-0090,5,493.21,2025-09-09 00:06:57,shipped
16F97A65-23C,BB95238A,PROD-0079,3,938.31,2025-09-03 02:57:31,completed
11DF79F9-40C,DA59487F,PROD-0066,2,907.35,2026-02-12 02:40:54,shipped
BAA2A9B5-5AD,C2C7AC9F,PROD-0042,1,51.75,2025-04-17 23:57:34,completed
DBD81ED7-8EB,2F3A668F,PROD-0090,2,493.21,2025-09-01 19:14:24,completed
20CD4F02-9CC,2F3FB3E1,PROD-0032,1,47.21,2025-08-29 07:14:18,pending
ED30D950-91E,E38876F9,PROD-0079,2,938.31,2026-01-12 20:13:14,completed
B09DABE4-B13,F54C44FA,PROD-0002,1,272.0,2025-09-04 07:54:47,completed
EBA4564E-EC3,DE025C0C,PROD-0064,5,517.61,2025-11-16 22:19:28,cancelled
5704C8DE-248,6F466889,PROD-0034,3,1016.06,2026-04-03 14:01:24,cancelled
D4A21EA7-0BB,2B7A9377,PROD-0016,3,1282.35,2025-12-07 12:56:51,pending
D6AB2B48-02D,20D0FC8D,PROD-0035,5,1025.64,2025-10-29 17:22:14,cancelled
3E9058B0-388,653A4AEE,PROD-0010,3,1130.44,2025-08-15 00:33:31,completed
6DA02FC5-CE4,2B9D4E5C,PROD-0064,3,517.61,2025-04-20 07:30:08,completed
4805E3A4-05C,F2C26614,PROD-0033,5,1091.76,2025-09-22 15:29:18,cancelled
F2C3FCF5-3BC,7D02FA8B,PROD-0093,5,513.74,2025-10-01 21:02:58,completed
308DA6DC-DD5,028A8FF0,PROD-0006,2,772.55,2025-11-20 12:31:33,completed
E24183EC-747,8BCB0642,PROD-0061,2,362.94,2025-09-29 23:48:05,completed
60C8678A-1DA,D89B17FD,PROD-0005,4,65.22,2025-08-19 15:04:19,completed
A57C9736-32E,A52A85D2,PROD-0042,3,51.75,2025-07-27 02:39:35,completed
CBFB6A01-94B,877A1073,PROD-0010,5,1130.44,2025-12-13 09:06:36,cancelled
1436A326-6BF,4947D437,PROD-0007,5,798.54,2026-02-08 02:55:49,completed
6344EA42-563,484A6A08,PROD-0052,3,827.9,2025-09-13 10:06:57,completed
DC1BFC13-0A0,8306BB4A,PROD-0042,1,51.75,2025-11-12 22:59:22,completed
61D067F9-9C8,1654D8E3,PROD-0026,3,1064.13,2025-06-26 18:26:28,cancelled
9B5661C9-79F,C8E6A401,PROD-0080,5,1130.47,2025-06-26 04:16:33,pending
CF2C66C2-1C6,14B28758,PROD-0099,5,72.1,2025-05-25 00:35:56,completed
9899986D-6CA,98D432F5,PROD-0020,1,-1.0,2026-03-22 06:38:34,completed
ACAE5E76-F22,32257333,PROD-0070,1,811.0,2025-07-24 18:34:47,completed
41BFB7E3-E1C,44D088B0,PROD-0001,3,962.94,2025-10-24 21:15:26,completed
227CDCCB-78A,AB0F8726,PROD-0027,4,810.51,2025-07-13 23:10:56,pending
C0A5054A-67E,479B590F,PROD-0008,3,334.5,2026-01-26 14:16:55,completed
5DE21B9E-02E,0F157600,PROD-0006,5,772.55,2026-03-28 14:22:43,pending
02BCB349-A9D,393EE355,PROD-0090,1,493.21,2025-06-06 19:17:34,shipped
FD428614-4A0,70BA4A73,PROD-0013,4,1196.83,2026-01-07 09:46:00,completed
622A2EA8-45A,2F3FB3E1,PROD-0076,2,642.74,2025-11-21 14:46:03,completed
7CA83281-5EE,EAFE1B58,PROD-0038,4,309.97,2026-01-30 08:22:52,cancelled
8686C85E-7B7,8FE85BB8,PROD-0095,3,453.99,2025-04-23 13:06:01,completed
20B84772-5EE,CDFE8F01,PROD-0010,5,1130.44,2026-04-09 12:19:10,completed
97A88BAE-C28,15AC3337,PROD-0020,4,73.64,2026-03-23 06:47:10,completed
7397AAC5-C0B,148593D7,PROD-0053,2,613.06,2025-06-25 20:27:47,pending
A7AC1432-E2D,02F73328,PROD-0040,1,822.68,2025-11-29 21:55:24,completed
FE3E8086-E1E,499BAB82,PROD-0021,5,246.07,2026-04-06 13:01:20,completed
347071BF-AB3,E83E51A3,PROD-0028,2,1217.31,2025-06-29 23:15:36,completed
D6F6BADA-2DE,C25D52DE,PROD-0092,4,332.35,2025-10-01 09:46:47,shipped
C0FCFD37-F50,ECB5764B,PROD-0007,2,798.54,2025-05-02 12:03:37,completed
728D9FE7-437,F81FD806,PROD-0052,5,827.9,2026-01-04 09:54:47,completed
0566B61E-BED,4947D437,PROD-0013,2,1196.83,2026-02-07 21:37:05,completed
71C21774-22B,5B3F669A,PROD-0002,2,272.0,2026-01-30 02:52:25,completed
68274CC5-7EF,66C16993,PROD-0026,1,1064.13,2025-12-25 21:51:53,shipped
1A9647DC-EA9,8007E560,PROD-0076,1,642.74,2026-01-23 00:04:19,completed
AEE2E23C-3A3,16D51E44,PROD-0009,4,929.08,2025-10-13 02:55:22,completed
53888DC0-A8A,860B8255,PROD-0012,3,583.19,2025-10-01 09:32:32,completed
CC63AFCA-1D2,0D203B8E,PROD-0006,2,772.55,2025-11-23 13:18:09,shipped
17E61C3D-AE3,8ED46BC1,PROD-0056,4,428.84,2025-10-11 02:21:31,completed
2A8C56DA-921,BE986001,PROD-0049,3,1060.14,2025-06-24 23:34:49,completed
